price,sqft,bedrooms,bathrooms,year_built,house_age,loc_Downtown,loc_Mountain,loc_Rural,loc_Suburb,loc_Urban,loc_Waterfront,condition_encoded,total_rooms,bath_bed_ratio,is_luxury,is_new,sqft_per_bedroom,log_price
729000.0,0.694125901891702,0.16862982819580272,0.3759047057780559,1995,-0.6681604829474962,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.3241146718542904,13.499430382731967
251000.0,-1.2559267990749523,-1.011778969174817,-1.4457873299156008,1948,1.7563777401009557,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-1.0195550811449865,12.433212202169729
890000.0,1.0810411203374668,1.3490386255664224,0.9831353843426082,2008,-1.33877743825877,False,True,False,False,False,False,3,1.1934297290207623,-0.06430291618476855,1,0,-0.6186642023424785,13.698977865303197
512000.0,-0.24994723111596404,0.16862982819580272,-0.23132597278649636,1988,-0.3070590454721948,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1840231339870413,13.146081857144738
375000.0,-0.8844881893670182,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.4606573944335042,12.834683971615659
552000.0,-0.06422792626199696,0.16862982819580272,-0.23132597278649636,1982,0.002456472363777735,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.6906189754608778,13.221305136851795
348000.0,-0.6832922757752206,-1.011778969174817,-0.8385566513510486,1972,0.5183156687570654,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.2624391520385199,12.759960632315702
1261750.0,1.9941610358694715,1.3490386255664224,2.197596741471713,2015,-1.6998788757340715,False,False,False,False,False,True,3,1.8046986146167625,1.8199220696945024,1,1,1.2007636322227495,14.048010996752225
492000.0,-0.327330274805117,0.16862982819580272,-0.23132597278649636,1980,0.10562831164243526,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.389608200039609,13.106236027992704
440000.0,-0.5594794058725758,0.16862982819580272,-0.23132597278649636,1975,0.3635579098390791,False,False,False,True,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-2.0063633981973137,12.994532278619134
682000.0,0.353640509659429,0.16862982819580272,0.3759047057780559,1990,-0.41023088475085234,True,False,False,False,False,False,2,0.2765264006267621,0.563772079108322,0,0,0.4195403812229901,13.432786403100184
261000.0,-1.1475905379101383,-1.011778969174817,-1.4457873299156008,1950,1.6532059008222981,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.5878264424345934,12.472279517715116
1250000.0,1.638199034899368,1.3490386255664224,1.5903660629071603,2010,-1.4419492775374276,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.4914951543413894,14.038654909278163
535000.0,-0.1725641874268111,0.16862982819580272,0.3759047057780559,1995,-0.6681604829474962,False,False,False,False,True,False,2,0.2765264006267621,0.563772079108322,0,0,-0.9784380679344723,13.190023895035274
398000.0,-0.7916285369400347,-1.011778969174817,-0.23132597278649636,1968,0.7246593473143804,False,False,False,True,False,False,1,-0.6403769277672382,1.8199220696945024,0,0,0.8307105133281268,12.894209796826232
587000.0,-0.01779810004850518,0.16862982819580272,-0.23132597278649636,1984,-0.10071536691487978,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.567267935829337,13.282781802386296
325000.0,-0.7297221019887123,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.0774125925912086,12.691583538230217
1090000.0,1.2512838164536033,1.3490386255664224,0.9831353843426082,2000,-0.92609008114414,False,False,False,False,False,True,2,1.1934297290207623,-0.06430291618476855,0,0,-0.2794488433557411,13.901689171636098
502000.0,-0.37376010101860874,0.16862982819580272,-0.23132597278649636,1982,0.002456472363777735,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.51295923967115,13.126357390703754
420000.0,-0.6832922757752206,-1.011778969174817,-0.23132597278649636,1972,0.5183156687570654,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.2624391520385199,12.948012371209098
695000.0,0.5548364232512266,0.16862982819580272,0.3759047057780559,1992,-0.5134027240295099,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,0.9540615529596678,13.451668563394815
279000.0,-1.1011607116966464,-1.011778969174817,-1.4457873299156008,1953,1.4984481419043119,False,False,True,False,False,False,1,-1.2516458133632382,-1.9485279020640396,0,0,-0.402799882987282,12.53897064502647
1261750.0,2.3036932106260832,2.529447422937042,2.197596741471713,2018,-1.8546366346520577,False,False,False,False,False,True,3,2.4159675002127625,0.312542080991086,1,1,-0.4521402988398983,14.048010996752225
537000.0,-0.21899401364030285,0.16862982819580272,-0.23132597278649636,1990,-0.41023088475085234,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1017891075660131,13.19375523568666
357000.0,-0.9463946243183406,-1.011778969174817,-0.8385566513510486,1960,1.1373467044290104,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.21395531517042243,12.785493861878301
582000.0,0.013155117427156002,0.16862982819580272,-0.23132597278649636,1985,-0.15230128655420855,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.48503390940830876,13.274227444925158
312000.0,-0.7916285369400347,-1.011778969174817,-0.8385566513510486,1959,1.1889326240683393,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.8307105133281268,12.650761671914688
1170000.0,1.4834329475210621,1.3490386255664224,1.5903660629071603,2005,-1.1840196793407838,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.1831175552625372,13.972515161474428
475000.0,-0.4201899272321005,0.16862982819580272,-0.23132597278649636,1978,0.20880015092109278,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.636310279302691,13.07107218827772
415000.0,-0.7297221019887123,-1.011778969174817,-0.23132597278649636,1970,0.6214875080357228,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.0774125925912086,12.936036208848487
748000.0,0.7560323368430243,0.16862982819580272,0.3759047057780559,1997,-0.7713323222261537,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.4885827246963454,13.525159593854116
249000.0,-1.3023566252884442,-1.011778969174817,-1.4457873299156008,1947,1.8079636597402844,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-1.2045816405922978,12.425212191503038
1261750.0,1.6846288611128597,1.3490386255664224,1.5903660629071603,2012,-1.5451211168160852,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,1,0.5840084340650451,14.048010996752225
520000.0,-0.21899401364030285,0.16862982819580272,-0.23132597278649636,1990,-0.41023088475085234,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1017891075660131,13.161586013632684
380000.0,-0.8380583631535264,-1.011778969174817,-0.8385566513510486,1965,0.8794171062323667,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.6456839538808156,12.847929163278053
620000.0,0.13696798732980073,0.16862982819580272,-0.23132597278649636,1988,-0.3070590454721948,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.1560978037242002,13.3374763699232
302000.0,-0.7916285369400347,-1.011778969174817,-0.8385566513510486,1960,1.1373467044290104,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.8307105133281268,12.618185607609803
1261750.0,2.056067470820794,2.529447422937042,2.197596741471713,2017,-1.803050715012729,False,False,False,False,False,True,3,2.4159675002127625,0.312542080991086,1,1,-0.8468636256608292,14.048010996752225
495000.0,-0.37376010101860874,0.16862982819580272,-0.23132597278649636,1981,0.054042392003106496,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.51295923967115,13.112315061750808
430000.0,-0.6368624495617288,-1.011778969174817,-0.23132597278649636,1972,0.5183156687570654,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.4474657114858314,12.971542813248437
710000.0,0.6012662494647184,0.16862982819580272,0.3759047057780559,1993,-0.5649886436688386,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.0774125925912086,13.47302165746721
258000.0,-1.19402036412363,-1.011778969174817,-1.4457873299156008,1950,1.6532059008222981,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.7728530018819046,12.460718739865236
982000.0,1.220330598977942,1.3490386255664224,0.9831353843426082,2010,-1.4419492775374276,False,True,False,False,False,False,3,1.1934297290207623,-0.06430291618476855,1,0,-0.34112436317151157,13.797347605666022
529000.0,-0.1416109699511499,0.16862982819580272,0.3759047057780559,1992,-0.5134027240295099,False,False,False,False,True,False,2,0.2765264006267621,0.563772079108322,0,0,-0.8962040415134456,13.178745601197818
368000.0,-0.8844881893670182,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.4606573944335042,12.81584093453868
595000.0,0.05958494364064777,0.16862982819580272,-0.23132597278649636,1986,-0.2038872061935373,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.3616828697767679,13.296318365198623
335000.0,-0.6832922757752206,-1.011778969174817,-0.8385566513510486,1968,0.7246593473143804,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.2624391520385199,12.721888795877375
1261750.0,1.9013013834424881,1.3490386255664224,2.197596741471713,2014,-1.6482929560947426,False,False,False,False,False,True,3,1.8046986146167625,1.8199220696945024,1,1,1.0157370727754382,14.048010996752225
485000.0,-0.38923670975643937,0.16862982819580272,-0.23132597278649636,1979,0.157214231281764,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.554076252881664,13.091906231773164
428000.0,-0.6678156670373899,-1.011778969174817,-0.23132597278649636,1971,0.5699015883963942,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.3241146718542904,12.966880811009803
675000.0,0.40007033587292073,0.16862982819580272,0.3759047057780559,1991,-0.46181680439018113,True,False,False,False,False,False,2,0.2765264006267621,0.563772079108322,0,0,0.542891420854531,13.42246945133505
272000.0,-1.1011607116966464,-1.011778969174817,-1.4457873299156008,1952,1.5500340615436405,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.402799882987282,12.513561021741964
1220000.0,1.5917692086858761,1.3490386255664224,1.5903660629071603,2008,-1.33877743825877,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.39898187461773377,14.014362236381235
545000.0,-0.11065775247548872,0.16862982819580272,0.3759047057780559,1997,-0.7713323222261537,False,False,False,False,True,False,2,0.2765264006267621,0.563772079108322,0,0,-0.8139700150924187,13.208542908506082
392000.0,-0.8380583631535264,-1.011778969174817,-0.23132597278649636,1966,0.8278311865930379,False,False,False,True,False,False,1,-0.6403769277672382,1.8199220696945024,0,0,0.6456839538808156,12.879019669789754
575000.0,-0.06422792626199696,0.16862982819580272,-0.23132597278649636,1983,-0.049129447275551026,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.6906189754608778,13.26212705890841
320000.0,-0.7606753194643735,-1.011778969174817,-0.8385566513510486,1961,1.0857607847896817,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.9540615529596678,12.676079399771027
1120000.0,1.3286668601427563,1.3490386255664224,0.9831353843426082,2002,-1.0292619204227975,False,False,False,False,False,True,2,1.1934297290207623,-0.06430291618476855,0,0,-0.125260043816315,13.928840136128022
510000.0,-0.327330274805117,0.16862982819580272,-0.23132597278649636,1984,-0.10071536691487978,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.389608200039609,13.1421679654829
438000.0,-0.5749560146104065,0.16862982819580272,-0.23132597278649636,1974,0.41514382947840783,False,False,False,True,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-2.0474804114078275,12.989976472461
730000.0,0.6631726844160408,0.16862982819580272,0.3759047057780559,1994,-0.6165745633081674,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.2418806454332636,13.500801182986649
264000.0,-1.163067146647969,-1.011778969174817,-1.4457873299156008,1951,1.6016199811829694,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.6495019622503637,12.483708170000067
1261750.0,2.2108335581991,2.529447422937042,2.197596741471713,2019,-1.9062225542913864,False,False,False,False,False,True,3,2.4159675002127625,0.312542080991086,1,1,-0.6001615463977474,14.048010996752225
530000.0,-0.1725641874268111,0.16862982819580272,-0.23132597278649636,1991,-0.46181680439018113,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.9784380679344723,13.180634172318978
372000.0,-0.8535349718913571,-1.011778969174817,-0.8385566513510486,1963,0.9825889455110243,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.5840084340650451,12.826651821423713
592000.0,0.04410833490281718,0.16862982819580272,-0.23132597278649636,1985,-0.15230128655420855,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.402799882987282,13.291263603053904
328000.0,-0.7142454932508817,-1.011778969174817,-0.8385566513510486,1965,0.8794171062323667,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.1390881124069792,12.700771936142122
1190000.0,1.5143861649967232,1.3490386255664224,1.5903660629071603,2006,-1.2356055989801125,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.24479307507830766,13.989464705423494
